2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,countryCode,seriesCode,sdg,seriesName,group,observations,theoMax,population,budget,goal,cc,rl,instrumental,budget_pc
0.5907726414301379,0.6011853982691131,0.6120011276219889,0.6232372803887305,0.6335226963646494,0.6446263311245386,0.6556147324368984,0.6659350132688185,0.6772409867585387,0.6879309044137389,0.6984377180074898,0.7097991624238426,0.7202302701762843,0.731,0.7423686171509303,0.7527761729626405,0.764,0.7750841248117459,0.7854565548053936,0.7968177774647979,0.8075987504547026,AGO,sdg3_traffic,3,"Traffic deaths (per 100,000 population)",Africa,2,1.0,23815543.76190476,14788763244.8992,0.968,0.24049363200271537,0.24152797220799815,0,620.9710512071214
0.7943,0.8003,0.8074,0.8151999999999999,0.8238,0.8331999999999999,0.8427,0.8523,0.8617,0.871,0.8795,0.8875,0.8951,0.9016,0.9071,0.9119,0.916,0.9196,0.9228,0.9259702481773712,0.9292529026429212,AGO,sdg3_u5mort,3,"Mortality rate, under-5 (per 1,000 live births)",Africa,19,1.0,23815543.76190476,14788763244.8992,0.9974,0.24049363200271537,0.24152797220799815,1,620.9710512071214
0.22,0.223757722488692,0.23406010010992875,0.2446514196875285,0.2555862889361649,0.24,0.27866858095681835,0.2907043348557821,0.30286027756571343,0.3149700631533676,0.35,0.33841737094666513,0.34961214352775016,0.3604752302536696,0.3710301389773747,0.38,0.39130734273943796,0.4,0.4065300542411737,0.4053732361845332,0.4026555174978999,AGO,sdg3_uhc,3,Universal health coverage (UHC) index of service coverage (worst 0-100 best),Africa,5,1.0,23815543.76190476,14788763244.8992,1.0,0.24049363200271537,0.24152797220799815,1,620.9710512071214
0.19,0.26,0.27,0.22,0.19,0.15,0.08,0.43,0.41,0.34,0.52,0.46,0.52,0.54,0.55,0.51,0.45,0.42,0.5,0.4650174635792511,0.4856915997830473,AGO,sdg3_vac,3,Percentage of surviving infants who received 2 WHO-recommended vaccines (%),Africa,19,1.0,23815543.76190476,14788763244.8992,1.0,0.24049363200271537,0.24152797220799815,1,620.9710512071214
0.6835183450504512,0.6896271843904187,0.6929469316511216,0.7069155288070899,0.7203632928397585,0.7180764903879975,0.7222674108591332,0.7444863329797163,0.75374,0.74653,0.75802,0.7802399999999999,0.7845703478974999,0.7858507471042633,0.8001780309333772,0.8122783642914704,0.8171759161335662,0.8260361485594301,0.8377575435496736,0.8462700495565828,0.8541176896682203,AGO,sdg4_primary,4,Net primary enrollment rate (%),Africa,4,,23815543.76190476,14788763244.8992,1.0,0.24049363200271537,0.24152797220799815,1,620.9710512071214
0.14607772933349833,0.14905235763781474,0.14584009072225992,0.16190028013392468,0.15940314758176166,0.1548188224550961,0.1712988225762509,0.16664338529869,0.17373000000000002,0.17665999999999998,0.1931452237124347,0.20739000000000002,0.2144421364878224,0.21528106402029726,0.23071604830374906,0.2379279036275529,0.2353604055733326,0.25183028709920435,0.2586926702422978,0.26316440677627473,0.2710331469996357,AGO,sdg4_second,4,Lower secondary completion rate (%),Africa,3,,23815543.76190476,14788763244.8992,1.0,0.24049363200271537,0.24152797220799815,1,620.9710512071214
0.682751351712159,0.6792857052903902,0.6764914574547223,0.672339428016005,0.6699502057067042,0.6663373309904609,0.662852674386009,0.6598082546389763,0.6565371418291974,0.6538917310579918,0.6479339457888766,0.6497596780941585,0.6408755051007525,0.6404394116726947,0.6393399999999999,0.62903,0.6349199999999999,0.625,0.625,0.6212098511576676,0.6160136683704464,AGO,sdg5_edat,5,Ratio of female-to-male mean years of education received (%),Africa,5,,23815543.76190476,14788763244.8992,1.0,0.24049363200271537,0.24152797220799815,1,620.9710512071214
0.12,0.128,0.138,0.149,0.161,0.17300000000000001,0.185,0.19699999999999998,0.21,0.217,0.223,0.229,0.23600000000000002,0.24100000000000002,0.247,0.252,0.263,0.275,0.28668187800840217,0.29951696212074536,0.3125155772822962,AGO,sdg5_familypl,5,Demand for family planning satisfied by modern methods (% of females aged 15 to 49 who are married or in unions),Africa,18,1.0,23815543.76190476,14788763244.8992,1.0,0.24049363200271537,0.24152797220799815,1,620.9710512071214
0.9288200000000001,0.92871,0.92805,0.92889,0.9304,0.93262,0.93328,0.93462,0.93553,0.93552,0.9359,0.9353100000000001,0.93556,0.93652,0.9377,0.93904,0.93978,0.94103,0.94163,0.9422799999999999,0.94209633990924,AGO,sdg5_lfpr,5,Ratio of female-to-male labor force participation rate (%),Africa,20,,23815543.76190476,14788763244.8992,1.0,0.24049363200271537,0.24152797220799815,0,620.9710512071214
0.655,0.655,0.655,0.655,0.65,0.65,0.65,0.65,0.873,0.8859999999999999,0.8859999999999999,0.882,0.841,0.841,0.8680000000000001,0.8680000000000001,0.8680000000000001,0.882,0.8049999999999999,0.8,0.8,AGO,sdg5_parl,5,Seats held by women in national parliament (%),Africa,21,1.0,23815543.76190476,14788763244.8992,1.0,0.24049363200271537,0.24152797220799815,0,620.9710512071214
0.27558,0.28989000000000004,0.30422,0.31856,0.3329,0.34723000000000004,0.35991,0.37259,0.38528,0.39794,0.41061,0.42327,0.43591,0.4485500000000001,0.46117,0.4737400000000001,0.4862800000000001,0.4987700000000001,0.5118330520292101,0.5252328982553259,0.5387734116528619,AGO,sdg6_sanita,6,Population using at least basic sanitation services (%),Africa,18,1.0,23815543.76190476,14788763244.8992,1.0,0.24049363200271537,0.24152797220799815,1,620.9710512071214
0.9986577312003196,0.998341043461738,0.9984043810094544,0.9982630895568564,0.9982265486639432,0.9979488378778024,0.9980340999612668,0.9976029174248902,0.9970377516144984,0.9970085189001678,0.9974129047817412,0.9972302003171748,0.9972472527338678,0.9973373869363872,0.9970248536665121,0.9966412761312496,0.9967315071846428,0.9965454491604474,0.9962294856855304,0.9960709123106656,0.9959918338793978,AGO,sdg6_scarcew,6,Scarce water consumption embodied in imports (m³/capita),Africa,14,1.0,23815543.76190476,14788763244.8992,1.0,0.24049363200271537,0.24152797220799815,0,620.9710512071214
0.41144,0.42255,0.43377,0.44364,0.45351,0.4633600000000001,0.4715,0.47961,0.4877,0.49575,0.5037699999999999,0.51175,0.51969,0.52757,0.53542,0.5431699999999999,0.55084,0.55843,0.5657782767618312,0.5731597466270723,0.5806996304315954,AGO,sdg6_water,6,Population using at least basic drinking water services (%),Africa,18,1.0,23815543.76190476,14788763244.8992,1.0,0.24049363200271537,0.24152797220799815,1,620.9710512071214
0.3727,0.3796,0.3849,0.3924,0.3994,0.4075,0.4139,0.4191,0.4258,0.4332,0.441,0.4480000000000001,0.4536,0.4615,0.4667,0.4736,0.4805,0.4877620832819927,0.4947504738536051,0.5013409397413872,0.5078218073253719,AGO,sdg7_cleanfuel,7,Population with access to clean fuels and technology for cooking (%),Africa,17,1.0,23815543.76190476,14788763244.8992,1.0,0.24049363200271537,0.24152797220799815,1,620.9710512071214
0.963195931477516,0.9647238579586008,0.964255442541042,0.9593370806566738,0.9606307994289792,0.974884011420414,0.9716051034975016,0.9658168272662384,0.9675678087080656,0.9664079229122056,0.9682146680942184,0.9674005174875088,0.9695976088508208,0.9730326552462528,0.9746944147037828,0.97420369379015,0.9765457708779444,0.9811741613133476,0.9812782947024384,0.9805361284418208,0.9814247887485106,AGO,sdg7_co2twh,7,CO₂ emissions from fuel combustion for electricity and heating per total electricity output (MtCO₂/TWh),Africa,18,1.0,23815543.76190476,14788763244.8992,1.0,0.24049363200271537,0.24152797220799815,1,620.9710512071214
0.22329894645333515,0.2,0.25073,0.26146,0.27194,0.28217000000000003,0.29224,0.375,0.31246,0.3228800000000001,0.33368000000000003,0.34600000000000003,0.35670999999999997,0.36879,0.32,0.42,0.40625,0.41886,0.4186545576995247,0.44028405648078,0.4628524465218642,AGO,sdg7_elecac,7,Population with access to electricity (%),Africa,17,1.0,23815543.76190476,14788763244.8992,1.0,0.24049363200271537,0.24152797220799815,1,620.9710512071214
0.7545521870935593,0.7216881203612724,0.6886936174779017,0.6557461141090039,0.6229715237905766,0.5898055505367382,0.5570070642388782,0.5242334405853435,0.4908721030949634,0.4583722859072062,0.4253662972114894,0.39204,0.35965843773802497,0.3262784781363042,0.29318,0.2607022498000637,0.2273348286533053,0.19454587477220825,0.1617728587322217,0.12859002552255802,0.09581379435233786,AGO,sdg8_accounts,8,Adults with an account at a bank or other financial institution or with a mobile-money-service provider (% of population aged 15 or over),Africa,2,1.0,23815543.76190476,14788763244.8992,1.0,0.24049363200271537,0.24152797220799815,1,620.9710512071214
0.99936,0.99925,0.99926,0.99923,0.99927,0.99902,0.99915,0.999,0.99881,0.99885,0.99904,0.9990438750882666,0.9987940039170649,0.9989487245747174,0.9988964640896336,0.9988134426684928,0.9988450560590514,0.9988369648255108,0.9988089095470306,0.9987767084448428,0.9987478906117726,AGO,sdg8_impacc,8,"Fatal work-related accidents embodied in imports (per 100,000 population)",Africa,11,1.0,23815543.76190476,14788763244.8992,1.0,0.24049363200271537,0.24152797220799815,0,620.9710512071214
0.96163,0.96165,0.96129,0.96125,0.96158,0.962,0.96288,0.96363,0.96388,0.96218,0.9057,0.92638,0.92621,0.9259999999999999,0.92669,0.92718,0.92777,0.92881,0.92981,0.93114,0.9245968984802524,AGO,sdg8_unemp,8,Unemployment rate (% of total labor force),Africa,20,1.0,23815543.76190476,14788763244.8992,0.995,0.24049363200271537,0.24152797220799815,0,620.9710512071214
0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,8.919765563835301e-05,0.0001891348724247081,AGO,sdg9_articles,9,"Scientific and technical journal articles (per 1,000 population)",Africa,19,,23815543.76190476,14788763244.8992,0.12,0.24049363200271537,0.24152797220799815,0,620.9710512071214
0.00105,0.00136,0.0027,0.00371,0.0046500000000000005,0.01143,0.015,0.017,0.019000000000000003,0.023000000000000003,0.028000000000000004,0.031,0.065,0.08900000000000001,0.214,0.124,0.13,0.14339000000000002,0.16854916148291466,0.1803537076629027,0.19168344309666446,AGO,sdg9_intuse,9,Population using the internet (%),Africa,18,1.0,23815543.76190476,14788763244.8992,1.0,0.24049363200271537,0.24152797220799815,1,620.9710512071214
0.2610266964696625,0.25356623597555594,0.2570238873811136,0.25850808985558954,0.248435174072802,0.2658817708705298,0.2712758246288379,0.2386095758666245,0.27096903849588433,0.2796767341939078,0.172,0.2630493824855371,0.37075,0.2630493822254785,0.27625,0.2630493816474022,0.2835,0.2630493807519212,0.21425,0.3017661444160872,0.3144519379528371,AGO,sdg9_lpi,9,Logistics Performance Index: Quality of trade and transport-related infrastructure (worst 1-5 best),Africa,5,1.0,23815543.76190476,14788763244.8992,0.7,0.24049363200271537,0.24152797220799815,1,620.9710512071214
1.2278635583678685e-05,0.000430467179223043,0.0021574397199262945,0.003201103901093728,0.003360364435134992,0.004388243852158378,0.005794269347455239,0.0065080530311320385,0.007184426434749995,0.008108740779853145,0.009099919935512351,0.01031208441143914,0.011002378425299416,0.011281587362236372,0.012815677347980722,0.0144,0.013956,0.014603,0.018891,0.0199642201872022,0.01815774311890144,AGO,sdg9_mobuse,9,Mobile broadband subscriptions (per 100 population),Africa,4,,23815543.76190476,14788763244.8992,0.1,0.24049363200271537,0.24152797220799815,1,620.9710512071214
0.35218000000000005,0.35218000000000005,0.35218000000000005,0.36735,0.38251,0.39768000000000003,0.41284,0.4280100000000001,0.44317,0.45834,0.4735,0.4886700000000001,0.50383,0.519,0.5341600000000001,0.54933,0.5644899999999999,0.5796600000000001,0.5937931707600796,0.6076968855736595,0.6211221120581172,AGO,sdg11_pipedwat,11,"Access to improved water source, piped (% of urban population)",Africa,18,1.0,23815543.76190476,14788763244.8992,1.0,0.24049363200271537,0.24152797220799815,1,620.9710512071214
0.6409846801079537,0.6420860454040324,0.6444276869344341,0.6474440387363074,0.6505199237974282,0.6530897761549452,0.6552726623273535,0.6575746150182569,0.6599460231782823,0.6623471979679314,0.6647582949674552,0.6715351643117955,0.6684493570408001,0.6560565169074457,0.6728250515954913,0.6752460708048896,0.6846225591363708,0.6786295443721225,0.6817720976428632,0.6839998863588335,0.6862164055593212,AGO,sdg11_pm25,11,Annual mean concentration of particulate matter of less than 2.5 microns in diameter (PM2.5) (μg/m³),Africa,18,1.0,23815543.76190476,14788763244.8992,0.9374900777901254,0.24049363200271537,0.24152797220799815,1,620.9710512071214
0.6412748660209793,0.6194723878978072,0.5931302847984751,0.5753857900232053,0.5630851204054012,0.5298299811263789,0.5047864136525181,0.49665679014825603,0.4624369294412058,0.4451906438179629,0.42919121586478,0.38804,0.39451,0.37707,0.32206,0.3235949029309724,0.2974616787725583,0.255774448379409,0.2555049631104032,0.2430204253436488,0.2142099125250725,AGO,sdg11_transport,11,Satisfaction with public transport (%),Africa,4,1.0,23815543.76190476,14788763244.8992,0.826,0.24049363200271537,0.24152797220799815,1,620.9710512071214
0.99938,0.99921,0.99923,0.99913,0.99906,0.99891,0.99899,0.99871,0.99876,0.99841,0.99862,0.99851,0.9985,0.99854,0.99862,0.99866,0.9985188796235078,0.9984197748360628,0.9982877167080112,0.9981402740095452,0.997997841859238,AGO,sdg13_co2import,13,CO₂ emissions embodied in imports (tCO₂/capita),Africa,16,1.0,23815543.76190476,14788763244.8992,1.0,0.24049363200271537,0.24152797220799815,1,620.9710512071214
0.99424,0.99442,0.99292,0.99519,0.99019,0.99048,0.98928,0.98828,0.98857,0.98805,0.98788,0.98778,0.98702,0.98785,0.98757,0.98723,0.98717,0.98732,0.9866413566045932,0.9860799946443702,0.9854380476605664,AGO,sdg13_co2pc,13,Energy-related CO₂ emissions (tCO₂/capita),Africa,18,1.0,23815543.76190476,14788763244.8992,1.0,0.24049363200271537,0.24152797220799815,1,620.9710512071214
0.509793532044553,0.5134627817907252,0.5139471060928762,0.5152789591986199,0.5209802448312099,0.5236720156914186,0.5216238849552993,0.5253477944851904,0.5317005183899646,0.5284911946674204,0.5302659468856196,0.5406746611967517,0.5448000000000001,0.5359,0.5323,0.5554,0.5599000000000001,0.5576,0.5537000000000001,0.5497,0.5511739545043459,AGO,sdg14_cleanwat,14,Ocean Health Index: Clean Waters score (worst 0-100 best),Africa,8,1.0,23815543.76190476,14788763244.8992,1.0,0.24049363200271537,0.24152797220799815,1,620.9710512071214
0.00906,0.00906,0.00906,0.00906,0.00906,0.00906,0.00906,0.00906,0.00906,0.00906,0.00906,0.00906,0.00906,0.00906,0.00906,0.00906,0.00906,0.00906,0.00906,0.00906,0.00906,AGO,sdg14_cpma,14,Mean area that is protected in marine sites important to biodiversity (%) ,Africa,19,1.0,23815543.76190476,14788763244.8992,1.0,0.24049363200271537,0.24152797220799815,1,620.9710512071214
0.7756,0.7629,0.7174,0.7266,0.7064999999999999,0.7234,0.8184,0.7889,0.8210999999999999,0.8049,0.8803,0.8738,0.8658,0.8651,0.8788,0.8604635578377661,0.9078602171721208,0.9664796625493296,0.9968624334855994,0.9781192321179816,0.9297971854159156,AGO,sdg14_fishstocks,14,Fish caught from overexploited or collapsed stocks (% of total catch),Africa,15,1.0,23815543.76190476,14788763244.8992,1.0,0.24049363200271537,0.24152797220799815,1,620.9710512071214
0.7105100000000001,0.60314,0.6299600000000001,0.6651,0.6581699999999999,0.6220399999999999,0.6049599999999999,0.61438,0.61666,0.6597200000000001,0.68001,0.66947,0.6682,0.69011,0.7106600000000001,0.7027968721763371,0.6966939653781523,0.7008236055075128,0.7046193825539724,0.7078019739629483,0.7104918906839741,AGO,sdg14_trawl,14,Fish caught by trawling (%),Africa,15,1.0,23815543.76190476,14788763244.8992,0.99,0.24049363200271537,0.24152797220799815,1,620.9710512071214
0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,AGO,sdg15_cpfa,15,Mean area that is protected in freshwater sites important to biodiversity (%),Africa,19,1.0,23815543.76190476,14788763244.8992,1.0,0.24049363200271537,0.24152797220799815,1,620.9710512071214
0.28367000000000003,0.28367000000000003,0.28367000000000003,0.28367000000000003,0.28367000000000003,0.28367000000000003,0.28367000000000003,0.28367000000000003,0.28367000000000003,0.28367000000000003,0.28367000000000003,0.28367000000000003,0.28367000000000003,0.28367000000000003,0.28367000000000003,0.28367000000000003,0.28367000000000003,0.28367000000000003,0.28367000000000003,0.28367000000000003,0.28367000000000003,AGO,sdg15_cpta,15,Mean area that is protected in terrestrial sites important to biodiversity (%),Africa,19,1.0,23815543.76190476,14788763244.8992,1.0,0.24049363200271537,0.24152797220799815,1,620.9710512071214
0.935,0.935,0.935,0.935,0.935,0.935,0.934,0.935,0.935,0.935,0.935,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.9344853184869208,AGO,sdg15_redlist,15,Red List Index of species survival (worst 0-1 best) ,Africa,20,1.0,23815543.76190476,14788763244.8992,1.0,0.24049363200271537,0.24152797220799815,1,620.9710512071214
0.779630885058225,0.7796308067735254,0.7796307282526413,0.7796306494950045,0.7796305705006148,0.779630491269586,0.7796304118019748,0.7796303320978382,0.7796302521568919,0.7796301719794201,0.7796300915651955,0.7796300109143885,0.7841628959276018,0.779626410605843,0.7796263837105784,0.7719457013574661,0.7796263292297994,0.7796263016449387,0.7828054298642534,0.7796293574328388,0.7796292747252096,AGO,sdg16_detain,16,Unsentenced detainees (% of prison population),Africa,3,1.0,23815543.76190476,14788763244.8992,0.9683257918552036,0.24049363200271537,0.24152797220799815,1,620.9710512071214
0.9999956000000052,0.9995960000000046,0.9991964000000044,0.9987968000000036,0.9983972000000036,0.9979976000000028,0.9975980000000024,0.997198400000002,0.9967988000000017,0.9963992000000012,0.9959996000000008,0.9956,0.9952,0.9948003999999993,0.9944007999999992,0.9940011999999984,0.9936015999999982,0.9932019999999973,0.9928023999999972,0.9924027999999964,0.9920031999999964,AGO,sdg16_homicides,16,"Homicides (per 100,000 population)",Africa,2,1.0,23815543.76190476,14788763244.8992,0.9997,0.24049363200271537,0.24152797220799815,1,620.9710512071214
0.6221949897598245,0.6226389186682569,0.6230849721497647,0.6235238086293129,0.6238822721972896,0.6244212040992989,0.6263152601861622,0.6256882975632885,0.6151495907437166,0.6221148137987774,0.6559832097974984,0.6364027323063718,0.6068861235375662,0.635,0.6215999999999999,0.6011,0.6200231257397348,0.5958,0.6165,0.6504,0.616529905876271,AGO,sdg16_rsf,16,Press Freedom Index (best 0-100 worst),Africa,6,1.0,23815543.76190476,14788763244.8992,0.9,0.24049363200271537,0.24152797220799815,0,620.9710512071214
0.2294290893813593,0.2842279584605949,0.2820350090714827,0.2462899958628176,0.3689809890328279,0.35449582456750744,0.24586523849552466,0.4536542830214346,0.4201781699170772,0.2824365082017003,0.5118117425156197,0.44693,0.363,0.5925,0.4621500000000001,0.5364805645697415,0.6487692083985727,0.5172171885744585,0.6565200419527282,0.7039212209106103,0.5959139535809452,AGO,sdg16_safe,16,Percentage of population who feel safe walking alone at night in the city or area where they live (%),Africa,4,1.0,23815543.76190476,14788763244.8992,0.9,0.24049363200271537,0.24152797220799815,1,620.9710512071214
0.03966,0.03940531411166148,0.04011363798900902,0.040823442501789486,0.041534852290425306,0.03795,0.040920000000000005,0.04367918323700337,0.044396214947141736,0.045113303413245376,0.051210000000000006,0.05069413910325122,0.051338311702533536,0.0512447677708585,0.05079391687894592,0.05044381524873747,0.05055252094566006,0.05126153948609733,0.052481478924847336,0.053971648545964285,0.0554653005904046,AGO,sdg17_govex,17,Government spending on health and education (% of GDP),Africa,4,1.0,23815543.76190476,14788763244.8992,0.15,0.24049363200271537,0.24152797220799815,1,620.9710512071214
0.52788,0.41633000000000003,0.26621,0.29581,0.27318000000000003,0.24425,0.46103,0.44987,0.42668,0.22251,0.34994000000000003,0.44592,0.36225,0.35706000000000004,0.30885,0.18777,0.15721,0.16360999999999998,0.2163948027505268,0.2284886096591742,0.20481209268099806,AGO,sdg17_govrev,17,Other countries: Government revenue excluding grants (% of GDP),Africa,18,,23815543.76190476,14788763244.8992,0.4,0.24049363200271537,0.24152797220799815,1,620.9710512071214
